contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,expirationDate,ticker,midPrice,ask_bid_spread,expiration,days_to_exp,T,spot,moneyness,log_moneyness,bs_price
GOOG250627C00177500,2025-06-23 19:45:26+00:00,177.5,0.06,0.06,0.07,-0.19,-76.0,3019.0,3730.0,0.30274134765625,False,REGULAR,USD,call,2025-06-27,GOOG,0.065,0.010000000000000009,2025-06-27,2,0.005479452054794521,166.00999450683594,0.9352675746863996,-0.06692261449884282,0.001601123722522968
GOOG250627C00180000,2025-06-23 19:58:18+00:00,180.0,0.04,0.04,0.05,-0.1,-71.42857,8246.0,5164.0,0.335944140625,False,REGULAR,USD,call,2025-06-27,GOOG,0.045,0.010000000000000002,2025-06-27,2,0.005479452054794521,166.00999450683594,0.9222777472601996,-0.08090885647358273,0.0006756205968547618
GOOG250627C00182500,2025-06-23 19:59:52+00:00,182.5,0.04,0.03,0.04,-0.060000002,-60.0,3088.0,3288.0,0.3711000390625,False,REGULAR,USD,call,2025-06-27,GOOG,0.035,0.010000000000000002,2025-06-27,2,0.005479452054794521,166.00999450683594,0.9096438055169093,-0.09470217860591851,0.0003559789569328939
GOOG250627C00185000,2025-06-23 19:58:43+00:00,185.0,0.03,0.02,0.03,-0.049999997,-55.555553,969.0,3983.0,0.4023497265625,False,REGULAR,USD,call,2025-06-27,GOOG,0.025,0.009999999999999998,2025-06-27,2,0.005479452054794521,166.00999450683594,0.8973513216585727,-0.1083078306616971,0.0001816342425803863
GOOG250627C00187500,2025-06-23 19:47:44+00:00,187.5,0.02,0.02,0.03,-0.04,-57.142857,113.0,826.0,0.445318046875,False,REGULAR,USD,call,2025-06-27,GOOG,0.025,0.009999999999999998,2025-06-27,2,0.005479452054794521,166.00999450683594,0.8853866373697916,-0.12173085099383789,0.0001599664812070127
GOOG250627P00145000,2025-06-23 19:18:45+00:00,145.0,0.03,0.03,0.04,-0.03,-50.0,455.0,349.0,0.5039112109375,False,REGULAR,USD,put,2025-06-27,GOOG,0.035,0.010000000000000002,2025-06-27,2,0.005479452054794521,166.00999450683594,1.1448965138402478,0.13531425199605324,0.00019697136591001127
GOOG250627P00147000,2025-06-23 18:37:48+00:00,147.0,0.05,0.04,0.05,0.0,0.0,173.0,144.0,0.48438015625,False,REGULAR,USD,put,2025-06-27,GOOG,0.045,0.010000000000000002,2025-06-27,2,0.005479452054794521,166.00999450683594,1.1293196905226934,0.12161540763789136,0.0004882148447132445
GOOG250627P00148000,2025-06-23 19:26:05+00:00,148.0,0.05,0.05,0.06,-0.029999997,-37.499996,80.0,71.0,0.4726615234375,False,REGULAR,USD,put,2025-06-27,GOOG,0.055,0.009999999999999995,2025-06-27,2,0.005479452054794521,166.00999450683594,1.1216891520732157,0.11483572065251255,0.0007277279337692261
GOOG250627P00149000,2025-06-23 17:06:41+00:00,149.0,0.11,0.05,0.06,0.009999998,9.999997,33.0,48.0,0.4492242578124999,False,REGULAR,USD,put,2025-06-27,GOOG,0.055,0.009999999999999995,2025-06-27,2,0.005479452054794521,166.00999450683594,1.1141610369586306,0.10810168847116862,0.0007798883886973862
GOOG250627P00150000,2025-06-23 19:57:25+00:00,150.0,0.07,0.06,0.07,-0.030000001,-30.0,860.0,1645.0,0.43555251953125,False,REGULAR,USD,put,2025-06-27,GOOG,0.065,0.010000000000000009,2025-06-27,2,0.005479452054794521,166.00999450683594,1.1067332967122396,0.10141270032037197,0.0011213941672277017
GOOG250627P00152500,2025-06-23 19:32:18+00:00,152.5,0.1,0.08,0.09,-0.050000004,-35.714287,888.0,310.0,0.39063109375,False,REGULAR,USD,put,2025-06-27,GOOG,0.08499999999999999,0.009999999999999995,2025-06-27,2,0.005479452054794521,166.00999450683594,1.0885901279136783,0.08488339836916135,0.0021413443305274837
