contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,expirationDate,ticker,midPrice,ask_bid_spread,expiration,days_to_exp,T,spot,moneyness,log_moneyness,bs_price
AMZN260116C00200000,2025-06-23 19:23:29+00:00,200.0,27.55,27.25,27.5,-1.4500008,-5.000003,242.0,13237.0,0.375433491821289,True,REGULAR,USD,call,2026-01-16,AMZN,27.375,0.25,2026-01-16,205,0.5616438356164384,208.47000122070312,1.0423500061035156,0.04147778530184271,29.82841533555279
AMZN260116C00205000,2025-06-23 19:50:39+00:00,205.0,24.54,24.35,24.55,-1.5099983,-5.796539,133.0,7952.0,0.3668581381225586,True,REGULAR,USD,call,2026-01-16,AMZN,24.450000000000003,0.1999999999999993,2026-01-16,205,0.5616438356164384,208.47000122070312,1.0169268352229421,0.01678517271147131,26.779999277523558
AMZN260116C00210000,2025-06-23 19:56:52+00:00,210.0,21.67,21.6,21.9,-1.7299995,-7.3931603,177.0,12807.0,0.3606020971679687,False,REGULAR,USD,call,2026-01-16,AMZN,21.75,0.29999999999999716,2026-01-16,205,0.5616438356164384,208.47000122070312,0.9927142915271577,-0.0073123788675892604,24.01994856790786
AMZN260116C00215000,2025-06-23 19:44:06+00:00,215.0,19.2,19.1,19.25,-1.1999989,-5.8650975,118.0,9640.0,0.3516910534667968,False,REGULAR,USD,call,2026-01-16,AMZN,19.175,0.14999999999999858,2026-01-16,205,0.5616438356164384,208.47000122070312,0.9696279126544332,-0.030842876277783357,21.252949029251255
AMZN260116C00220000,2025-06-23 19:56:15+00:00,220.0,16.85,16.75,16.9,-1.1299992,-6.284756,1836.0,6438.0,0.3449162188720703,False,REGULAR,USD,call,2026-01-16,AMZN,16.825,0.14999999999999858,2026-01-16,205,0.5616438356164384,208.47000122070312,0.9475909146395597,-0.05383239450248208,18.778071811907807
AMZN260116C00225000,2025-06-23 19:36:55+00:00,225.0,14.92,14.6,14.75,-0.5799999,-3.7347066,134.0,6115.0,0.338599143371582,False,REGULAR,USD,call,2026-01-16,AMZN,14.675,0.15000000000000036,2026-01-16,205,0.5616438356164384,208.47000122070312,0.9265333387586806,-0.07630525035454065,16.496589959007125
AMZN260116C00230000,2025-06-23 19:56:52+00:00,230.0,12.75,12.65,12.8,-1.0500002,-7.6530623,519.0,14671.0,0.3328008615112304,False,REGULAR,USD,call,2026-01-16,AMZN,12.725000000000001,0.15000000000000036,2026-01-16,205,0.5616438356164384,208.47000122070312,0.906391309655231,-0.09828415707331598,14.413794464418388
AMZN260116C00235000,2025-06-23 19:45:42+00:00,235.0,11.0,10.9,11.05,-1.3000002,-10.569107,122.0,7040.0,0.3275213732910156,False,REGULAR,USD,call,2026-01-16,AMZN,10.975000000000001,0.15000000000000036,2026-01-16,205,0.5616438356164384,208.47000122070312,0.8871063881732048,-0.11979036229427958,12.528509839883668
AMZN260116C00240000,2025-06-23 19:58:43+00:00,240.0,9.45,9.35,9.5,-0.9000006,-8.695658,180.0,8620.0,0.3229132650756835,False,REGULAR,USD,call,2026-01-16,AMZN,9.425,0.15000000000000036,2026-01-16,205,0.5616438356164384,208.47000122070312,0.8686250050862631,-0.14084377149211186,10.84574037692417
AMZN260116C00245000,2025-06-23 19:59:34+00:00,245.0,8.03,8.0,8.1,-0.82000065,-9.265543,30.0,6362.0,0.3182136050415038,False,REGULAR,USD,call,2026-01-16,AMZN,8.05,0.09999999999999964,2026-01-16,205,0.5616438356164384,208.47000122070312,0.8508979641661352,-0.16146305869484762,9.315060399593946
AMZN260116C00250000,2025-06-23 19:59:50+00:00,250.0,6.85,6.8,6.9,-0.8299999,-10.807291,608.0,21671.0,0.3145210150146483,False,REGULAR,USD,call,2026-01-16,AMZN,6.85,0.10000000000000053,2026-01-16,205,0.5616438356164384,208.47000122070312,0.8338800048828126,-0.18166576601236695,7.990977652695811
AMZN260116C00255000,2025-06-23 19:05:10+00:00,255.0,5.83,5.75,5.85,-0.4500003,-6.9767485,28.0,4142.0,0.3111030804443359,False,REGULAR,USD,call,2026-01-16,AMZN,5.8,0.09999999999999964,2026-01-16,205,0.5616438356164384,208.47000122070312,0.8175294165517769,-0.20146839330854677,6.821562581177943
AMZN260116C00260000,2025-06-23 18:54:08+00:00,260.0,4.95,4.85,4.95,-0.6000004,-10.526322,97.0,8081.0,0.3082954913330078,False,REGULAR,USD,call,2026-01-16,AMZN,4.9,0.10000000000000053,2026-01-16,205,0.5616438356164384,208.47000122070312,0.8018076970027044,-0.22088647916564824,5.8124486976976115
AMZN260116P00175000,2025-06-23 19:11:07+00:00,175.0,6.5,6.6,6.7,-0.3000002,-4.4117675,84.0,6322.0,0.3291693060302734,False,REGULAR,USD,put,2026-01-16,AMZN,6.65,0.10000000000000053,2026-01-16,205,0.5616438356164384,208.47000122070312,1.1912571498325892,0.17500917792636533,5.492138658155184
AMZN260116P00180000,2025-06-23 19:01:18+00:00,180.0,7.55,7.7,7.85,-0.6399994,-7.8144007,39.0,22970.0,0.3219061950683593,False,REGULAR,USD,put,2026-01-16,AMZN,7.775,0.14999999999999947,2026-01-16,205,0.5616438356164384,208.47000122070312,1.1581666734483507,0.14683830095966902,6.46447756751914
AMZN260116P00185000,2025-06-23 19:32:13+00:00,185.0,8.93,9.0,9.1,-0.21999931,-2.404364,49.0,6022.0,0.3136970486450195,False,REGULAR,USD,put,2026-01-16,AMZN,9.05,0.09999999999999964,2026-01-16,205,0.5616438356164384,208.47000122070312,1.12686487146326,0.11943932677155457,7.522324832460548
AMZN260116P00190000,2025-06-23 19:59:33+00:00,190.0,10.48,10.45,10.6,-0.42000008,-3.8532119,504.0,13095.0,0.3072579040527343,False,REGULAR,USD,put,2026-01-16,AMZN,10.524999999999999,0.15000000000000036,2026-01-16,205,0.5616438356164384,208.47000122070312,1.0972105327405428,0.09277107968939333,8.807040568819161
AMZN260116P00195000,2025-06-23 18:47:18+00:00,195.0,11.97,12.05,12.2,-0.6300001,-5.027934,141.0,6828.0,0.2995065167236328,False,REGULAR,USD,put,2026-01-16,AMZN,12.125,0.14999999999999858,2026-01-16,205,0.5616438356164384,208.47000122070312,1.069076929336939,0.06679559328613262,10.180724975592192
AMZN260116P00200000,2025-06-23 19:36:49+00:00,200.0,13.8,13.9,14.05,-0.6999998,-4.86111,2035.0,11987.0,0.292853751220703,False,REGULAR,USD,put,2026-01-16,AMZN,13.975000000000001,0.15000000000000036,2026-01-16,205,0.5616438356164384,208.47000122070312,1.0423500061035156,0.04147778530184271,11.782039374286029
AMZN260116P00205000,2025-06-23 19:42:30+00:00,205.0,15.9,15.9,16.1,0.0,0.0,233.0,4426.0,0.2862620202636718,False,REGULAR,USD,put,2026-01-16,AMZN,16.0,0.20000000000000107,2026-01-16,205,0.5616438356164384,208.47000122070312,1.0169268352229421,0.01678517271147131,13.569829032452887
AMZN260116P00210000,2025-06-23 19:54:50+00:00,210.0,18.2,18.15,18.35,-0.059999466,-0.32858413,297.0,8217.0,0.2795177029418945,True,REGULAR,USD,put,2026-01-16,AMZN,18.25,0.20000000000000284,2026-01-16,205,0.5616438356164384,208.47000122070312,0.9927142915271577,-0.0073123788675892604,15.542264118175268
AMZN260116P00215000,2025-06-23 19:57:05+00:00,215.0,20.7,20.55,20.8,0.0,0.0,411.0,2940.0,0.2725597647094726,True,REGULAR,USD,put,2026-01-16,AMZN,20.675,0.25,2026-01-16,205,0.5616438356164384,208.47000122070312,0.9696279126544332,-0.030842876277783357,17.705018559320578
AMZN260116P00220000,2025-06-23 15:53:48+00:00,220.0,23.32,23.25,23.55,0.17000008,0.7343416,46.0,3881.0,0.2668225173950196,True,REGULAR,USD,put,2026-01-16,AMZN,23.4,0.3000000000000007,2026-01-16,205,0.5616438356164384,208.47000122070312,0.9475909146395597,-0.05383239450248208,20.15627691115276
AMZN260116P00225000,2025-06-18 18:00:00+00:00,225.0,22.85,26.0,26.35,0.0,0.0,1042.0,2584.0,0.2581861291503906,True,REGULAR,USD,put,2026-01-16,AMZN,26.175,0.3500000000000014,2026-01-16,205,0.5616438356164384,208.47000122070312,0.9265333387586806,-0.07630525035454065,22.64777616095178
AMZN260116P00230000,2025-06-23 17:30:32+00:00,230.0,29.05,28.9,29.6,2.5499992,9.622639,117.0,5050.0,0.2532423309326171,True,REGULAR,USD,put,2026-01-16,AMZN,29.25,0.7000000000000028,2026-01-16,205,0.5616438356164384,208.47000122070312,0.906391309655231,-0.09828415707331598,25.590421829393676
AMZN260116P00235000,2025-06-23 15:00:53+00:00,235.0,32.25,32.55,33.0,3.6000004,12.565446,152.0,4814.0,0.2470473245239258,True,REGULAR,USD,put,2026-01-16,AMZN,32.775,0.45000000000000284,2026-01-16,205,0.5616438356164384,208.47000122070312,0.8871063881732048,-0.11979036229427958,28.68051611017762
AMZN260116P00240000,2025-06-23 15:50:23+00:00,240.0,35.8,36.1,36.7,0.099998474,0.28010777,2.0,1807.0,0.2425002508544921,True,REGULAR,USD,put,2026-01-16,AMZN,36.400000000000006,0.6000000000000014,2026-01-16,205,0.5616438356164384,208.47000122070312,0.8686250050862631,-0.14084377149211186,32.08105103137507
AMZN260116P00245000,2025-06-23 17:29:05+00:00,245.0,39.25,39.5,40.45,4.450001,12.787358,2.0,1226.0,0.2347488635253906,True,REGULAR,USD,put,2026-01-16,AMZN,39.975,0.9500000000000028,2026-01-16,205,0.5616438356164384,208.47000122070312,0.8508979641661352,-0.16146305869484762,35.52678515326426
AMZN260116P00250000,2025-06-23 14:12:09+00:00,250.0,43.16,43.5,44.35,-1.1399994,-2.573362,2.0,1375.0,0.2253495434570312,True,REGULAR,USD,put,2026-01-16,AMZN,43.925,0.8500000000000014,2026-01-16,205,0.5616438356164384,208.47000122070312,0.8338800048828126,-0.18166576601236695,39.12376939196494
